customer_id,id_number,first_name,last_name,dob,gender,province,income_band,segment,risk_score,kyc_status,product_flags
479419a9-8b97-ae3d-26e7-d63965bfb255,*********6725,Ian,Sisulu,2007-10-26,M,Mpumalanga,MIDDLE,EMERGING,5,VERIFIED,SA
03f1d6bb-cd29-cdb7-37e6-5afc2c7ada96,*********9691,Hlengiwe,Madikizela,1965-08-28,M,Western Cape,MIDDLE,MASS,3,PENDING,HL|PL|SA
1b7782b3-fdca-5f27-344a-aaa62365ef8b,*********2227,Robert,Dalindyebo,1996-10-05,M,Gauteng,HIGH,PROFESSIONAL,8,VERIFIED,SA
6d3c4fd8-ff0f-aac0-1df1-baa48470d1ae,*********2701,Michelle,Semenya,1981-07-27,M,Western Cape,LOW,MASS,4,VERIFIED,SA
077676d8-692c-a0dd-2404-632aed869f5d,*********7837,Rina,Zungu,1978-09-21,NB,Limpopo,MIDDLE,PRIVATE,6,VERIFIED,SA
25947af1-f575-a002-54b9-ae2bb797b16e,*********7299,Thomas,Mabasa,1991-02-13,F,Gauteng,LOWER_MIDDLE,EMERGING,6,PENDING,SA
474cd45e-9029-f796-6456-c6c9c0a45906,*********2976,Lesego,Adams,2002-07-22,F,Northern Cape,LOWER_MIDDLE,EMERGING,5,VERIFIED,SA
550839e0-ff80-6e5e-3404-7c13b46038a9,*********6020,Catherine,Govender,1979-10-30,M,Gauteng,LOWER_MIDDLE,MASS,6,VERIFIED,CA|HL|SA
6831d1e9-357f-ac13-155f-5e5f291d98dd,*********3823,Riaan,Potgieter,1972-03-04,F,Western Cape,UPPER_MIDDLE,MIDDLE_MKT,2,PENDING,INV|SA
02e83aad-aaca-0fde-0b86-b0348d961485,*********2000,Fanie,Abrahams,1990-07-01,M,Gauteng,LOWER_MIDDLE,PROFESSIONAL,6,PENDING,CC|SA
5c76456d-62c2-3ac0-3b1e-cb07592fc90a,*********2682,Elana,Luthuli,2004-11-01,F,Mpumalanga,LOWER_MIDDLE,MASS,4,VERIFIED,CA|CC|PL|SA
14a48dbc-5bc8-92c6-4022-3c357347923d,*********2976,Claire,Mokone,1973-05-20,F,KwaZulu-Natal,LOW,EMERGING,5,VERIFIED,INV|SA
137ef685-f812-1168-5921-06ab3fa8830e,*********2062,James,Nkuna,1983-03-22,F,North West,LOWER_MIDDLE,MIDDLE_MKT,8,PENDING,HL|PL|SA
391ba61a-3f70-ab25-30c5-4db4954680e1,*********3307,Sbusiso,Matanzima,1986-07-20,F,Western Cape,MIDDLE,MIDDLE_MKT,6,FAILED,CA|INS|SA
2697f2b9-1e8f-e49b-50ad-199a578380d8,*********9815,Francois,Chauke,1997-06-25,F,North West,LOWER_MIDDLE,MASS,5,PENDING,SA
2e4fe028-cdb8-9cd8-0b38-1cd07ad734e2,*********2169,Wendy,Moodley,1975-03-09,F,Western Cape,LOWER_MIDDLE,MASS,4,FAILED,CC|HL|PL|SA
0f1ad141-2bda-03b6-7b1f-7671ab6282b8,*********8008,Gert,Clarke,1977-07-27,F,Western Cape,MIDDLE,MASS,8,VERIFIED,INV|SA
744c5f40-2ee1-b93c-5990-00dc3f5e4fbe,*********4704,Vusimuzi,Mgxashe,1996-08-18,M,Gauteng,MIDDLE,PROFESSIONAL,5,VERIFIED,INS|PL|SA
220806e2-ba8c-a7fc-7c0d-f8b661d2454d,*********4114,Rorisang,Brown,1986-05-10,M,KwaZulu-Natal,UPPER_MIDDLE,MIDDLE_MKT,7,VERIFIED,INS|SA
63ae1c10-21bb-2ec1-5bc3-0ec6a16d091a,*********8514,Sizwe,Pitso,1985-08-24,M,Mpumalanga,UPPER_MIDDLE,MIDDLE_MKT,5,VERIFIED,INS|SA
3984ad7d-e4fe-2ac2-22d8-cfbe5e5361a4,*********6812,Jannie,Wright,2006-12-12,M,Northern Cape,MIDDLE,EMERGING,5,VERIFIED,SA
0c5689ff-0a24-faa9-7388-79af393812c0,*********5728,Grace,Mabunda,1970-11-02,F,Gauteng,LOWER_MIDDLE,EMERGING,4,VERIFIED,INV|PL|SA
3a56e0a1-9054-702e-19e7-0af0da1db8f9,*********1599,Tshepo,Viljoen,2007-07-20,M,Western Cape,LOW,EMERGING,6,VERIFIED,SA
2729962f-5c5d-ed18-4a23-dde8e7823202,*********0012,Charmaine,Sekese,1988-08-08,M,Eastern Cape,LOW,PROFESSIONAL,4,VERIFIED,INV|SA
16a07d94-c601-0eb8-6da5-896fbb4a54cb,*********1066,Khanyisa,Padayachee,1992-12-15,F,North West,HIGH,PROFESSIONAL,5,VERIFIED,SA
61172aff-027f-c31d-5c17-5cb53f12d68a,*********9419,Themba,De Villiers,2003-05-18,M,Northern Cape,UPPER_MIDDLE,EMERGING,6,VERIFIED,SA
374ed321-54e6-f304-504b-a7f5a7826826,*********1266,John,Reddy,1988-03-21,M,KwaZulu-Natal,LOW,MIDDLE_MKT,5,PENDING,SA
4ac3b8e5-11f2-de6f-532e-2c668c1ef4a7,*********3976,Wiseman,Fourie,1964-06-23,M,Mpumalanga,MIDDLE,MASS,9,VERIFIED,CA|HL|INV|SA
0acf124e-d07a-b9be-3539-2d4ce0f55d05,*********2772,David,Sithole,1981-06-28,UNKNOWN,Gauteng,LOWER_MIDDLE,MIDDLE_MKT,4,VERIFIED,SA
05539cfd-e4b8-b209-3f3b-175696f86e38,*********0372,Lindiwe,Jones,1992-03-05,F,Limpopo,MIDDLE,EMERGING,5,VERIFIED,CC|SA
2a38e467-9817-c32f-127f-c4c4548e826c,*********7770,David,Pitso,1982-03-07,M,Mpumalanga,LOW,PROFESSIONAL,3,VERIFIED,INS|SA
0d3c4ef6-56be-f850-4b37-eff5966c77cb,*********7512,Noxolo,Marais,1962-05-27,M,Eastern Cape,HIGH,EMERGING,4,PENDING,SA
15d5fd8a-6590-dbcf-766a-5606a66629ed,*********3519,Rendani,Pretorius,1966-05-28,F,Gauteng,UPPER_MIDDLE,EMERGING,4,VERIFIED,SA
4a60361f-fead-f487-2c66-3ad139388bd1,*********3343,Daniel,Reddy,2006-05-28,UNKNOWN,Gauteng,LOWER_MIDDLE,MASS,6,VERIFIED,CA|INS|PL|SA
4ba31e6b-4e64-d312-02eb-3cbc25ba77a8,*********5406,Prudence,Nkosi,2002-10-26,F,KwaZulu-Natal,LOWER_MIDDLE,MASS,8,VERIFIED,PL|SA
7ab2117c-1364-4be8-3dbc-1e78358619a6,*********2694,Sibusiso,Sekese,1981-12-20,M,KwaZulu-Natal,MIDDLE,EMERGING,3,VERIFIED,CC|SA
6430aafd-3bca-2e27-0a96-e58a08507f2c,*********8030,Johan,Pilane,2001-02-04,M,Western Cape,MIDDLE,MASS,3,VERIFIED,SA
3e4ad1f7-a34e-f66a-3ecf-7c9e55e7647d,*********8476,Yoliswa,Radebe,1983-07-23,M,Gauteng,MIDDLE,PROFESSIONAL,5,VERIFIED,CA|PL|SA
780ab280-b878-3210-492e-6283949c44cd,*********9631,Eben,Hendricks,1974-03-19,F,Limpopo,LOW,EMERGING,5,VERIFIED,CA|INS|INV|SA
3c9b4cfa-4568-45f8-222c-422ee75f5a5d,*********7146,Lucky,Sithole,1985-05-22,F,Western Cape,LOW,EMERGING,5,PENDING,SA
2a70da57-fa15-3aaa-42a5-64ae45c2b4f3,*********9668,Hennie,Van der Merwe,1988-10-25,M,KwaZulu-Natal,MIDDLE,PROFESSIONAL,5,VERIFIED,SA
382e402f-ecc5-85a7-02c4-2f44246c6d8f,*********1122,Steven,Mashaba,1974-10-05,F,Eastern Cape,LOWER_MIDDLE,EMERGING,4,VERIFIED,HL|SA
69c3ef0b-ae8d-024f-72b5-656b8144ef15,*********4554,Faith,De Villiers,1971-11-09,F,KwaZulu-Natal,MIDDLE,MIDDLE_MKT,7,VERIFIED,CC|SA
11f3aea1-457b-5bae-46ea-a806a6adcff0,*********6510,Themba,Davids,1978-08-20,M,Gauteng,MIDDLE,EMERGING,3,VERIFIED,PL|SA
0de5cf54-a868-99da-560b-f69f553f1fad,*********1552,Sizwe,Wessels,1984-08-25,F,KwaZulu-Natal,LOWER_MIDDLE,MASS,7,VERIFIED,CC|SA
23ff77f8-0f37-4580-5467-f5fd1f373d1b,*********2534,Riaan,Zungu,1986-11-06,M,KwaZulu-Natal,LOW,EMERGING,7,VERIFIED,SA
5d0e28d6-5d7a-5367-6263-0a7ff8295412,*********8880,Mark,Motlanthe,1965-01-12,M,KwaZulu-Natal,MIDDLE,EMERGING,8,VERIFIED,SA
0dca748f-a90c-0623-753f-e04aceac9dbf,*********1497,Ann,Madikizela,1996-09-07,F,North West,UPPER_MIDDLE,MASS,3,VERIFIED,INV|SA
1d77a6ec-fcd1-e3b6-04c9-ef449e442bfe,*********5150,Tshepo,Robinson,1980-12-02,UNKNOWN,Gauteng,MIDDLE,EMERGING,2,VERIFIED,CC|HL|INV|SA
470567dd-1214-e0c8-2f7a-61a345fda668,*********2878,Risuna,Mabuza,1981-10-20,M,KwaZulu-Natal,HIGH,MIDDLE_MKT,7,VERIFIED,SA
6a368ce0-a7ac-9ead-6774-c8c3bae26452,*********4315,Ruben,Mgijima,1999-12-12,F,Gauteng,LOWER_MIDDLE,EMERGING,4,FAILED,CA|CC|PL|SA
289801da-7b4a-86ca-79f8-9b7d19f3543d,*********4687,Bruce,Ravele,1962-11-01,M,Eastern Cape,LOWER_MIDDLE,MASS,1,VERIFIED,HL|INS|INV|SA
253ccbb4-5142-2525-41ed-645acf991bae,*********7022,Nhlakanipho,Hendricks,1962-10-01,F,Western Cape,UPPER_MIDDLE,MASS,6,VERIFIED,CA|INS|PL|SA
20c376ce-73e8-7a91-77d0-46947ee5a1b1,*********0583,Kagiso,Mthembu,1992-11-21,F,Gauteng,LOW,MIDDLE_MKT,4,VERIFIED,SA
1511de74-9721-3e36-05bf-a194c43e7bac,*********7782,Lisa,Brown,1970-09-27,F,Western Cape,LOWER_MIDDLE,MIDDLE_MKT,5,VERIFIED,INV|SA
37b142ad-a63f-02f4-7f06-29987c146cb3,*********8275,Nkosinathi,Mbeki,1997-07-30,M,Gauteng,LOWER_MIDDLE,MIDDLE_MKT,6,VERIFIED,SA
72227b0c-9365-a92e-5fd2-63388ba38e44,*********0299,Buhle,Thompson,1988-12-05,F,Western Cape,UPPER_MIDDLE,PROFESSIONAL,3,VERIFIED,SA
72057d03-ec3e-052c-725c-75a11c98f58f,*********7128,Nokuthula,Moodley,2004-05-30,M,Eastern Cape,MIDDLE,PROFESSIONAL,7,VERIFIED,CC|INS|PL|SA
4269f364-8ed8-7658-2870-5cf8bc1a0f72,*********5470,Karen,Mbeki,1968-07-11,F,Eastern Cape,UPPER_MIDDLE,MIDDLE_MKT,6,VERIFIED,CA|INS|SA
62d14daa-02d4-a32a-54b1-50f72af467b6,*********5544,Helen,Tshabalala,1994-12-01,UNKNOWN,Western Cape,LOW,MASS,1,VERIFIED,HL|INS|PL|SA
2fd40436-b482-1621-0c17-7bd8f1722506,*********7028,Riaan,Chiloane,1964-05-24,M,North West,HIGH,EMERGING,6,FAILED,INS|SA
5f96cd4e-de49-7a43-2198-4e6230a38f55,*********6347,Corrie,Singh,2001-05-31,M,Western Cape,LOWER_MIDDLE,MASS,5,VERIFIED,CC|INV|PL|SA
77e97e4a-00ad-e6f2-1ed8-1fb1794f43bb,*********1199,Thomas,February,1979-12-03,F,Gauteng,LOWER_MIDDLE,EMERGING,1,VERIFIED,CC|HL|PL|SA
0fb6882c-8415-a94a-6a61-e66908a88577,*********6980,Azwihangwisi,Ngubane,1996-06-08,M,Gauteng,LOW,MASS,8,VERIFIED,SA
139ed20b-722a-278e-16f2-43905f952893,*********6441,Grace,Mbatha,1975-07-16,F,Gauteng,MIDDLE,EMERGING,6,VERIFIED,HL|INS|SA
4cb89347-af00-b455-6ff1-a621dc268fa1,*********7196,Noxolo,Khoza,1983-08-20,F,Northern Cape,LOWER_MIDDLE,PROFESSIONAL,5,FAILED,CA|SA
1924c568-85bb-8272-27b8-afa523e7b4d6,*********2147,Thabo,Brown,1972-04-28,F,Eastern Cape,LOWER_MIDDLE,MIDDLE_MKT,5,VERIFIED,CA|SA
63820071-ffbf-607b-7c64-ceeea9036e84,*********8852,Thandi,Sithole,2001-02-20,F,Gauteng,MIDDLE,EMERGING,3,VERIFIED,CA|SA
40184985-3fe9-4a92-126b-3bbdb783719f,*********1288,Nomvula,Hlongwane,1984-03-07,F,Western Cape,LOW,EMERGING,7,VERIFIED,CC|INS|SA
01c8aa0d-f799-847c-1d65-5e69164ec24a,*********0341,Andile,Jones,2002-12-22,F,Gauteng,LOW,EMERGING,3,VERIFIED,HL|INV|SA
10df8ce9-23c0-0549-56bd-84f8824c8f3f,*********6933,Kagiso,Mokone,1991-11-23,M,Western Cape,LOWER_MIDDLE,MASS,7,VERIFIED,SA
0f98351f-7c12-58e4-40cf-6b50a5f4dd97,*********5986,Naas,Van Zyl,1997-11-07,F,KwaZulu-Natal,LOWER_MIDDLE,EMERGING,4,VERIFIED,SA
58dd976b-f6b8-65bf-4a62-076fe21273d7,*********0997,Suzanne,Robinson,1973-12-16,F,Gauteng,LOWER_MIDDLE,PRIVATE,7,VERIFIED,SA
19923fa1-3561-6dbb-66ed-8d6eeea1da8d,*********2466,Gerrit,Pillay,1972-02-23,F,Limpopo,LOWER_MIDDLE,MASS,7,FAILED,CA|CC|SA
5b9275f8-8336-852c-5e97-07208acd3aba,*********0831,Johan,Reddy,1964-06-22,F,Eastern Cape,MIDDLE,PROFESSIONAL,4,VERIFIED,INS|SA
10c6801a-69b8-db08-0fd7-2a25b787ef01,*********3881,Risuna,Vermaak,1968-10-15,M,Western Cape,UPPER_MIDDLE,PRIVATE,5,VERIFIED,CC|HL|INS|SA
76ba5ea2-c89c-b424-32e3-d79e0a59eef7,*********7084,Themba,Smith,1975-06-29,F,KwaZulu-Natal,UPPER_MIDDLE,MASS,5,VERIFIED,INS|INV|PL|SA
26857c9a-7c8f-368f-3e89-ec0810ec7a20,*********1304,Paul,Ntshinga,1986-11-03,F,Mpumalanga,MIDDLE,PROFESSIONAL,3,VERIFIED,CA|SA
54d8bc09-c112-5a51-7a51-dce628288d62,*********9607,Petro,Dlamini,1964-03-15,M,Western Cape,MIDDLE,MIDDLE_MKT,3,PENDING,CC|HL|INV|SA
24aa451c-42b0-df85-7660-1f637aea99cf,*********9435,Azwihangwisi,Hani,1971-09-01,M,North West,HIGH,MIDDLE_MKT,5,VERIFIED,SA
032e9887-3fe4-a1a2-4710-babd4c686705,*********5874,Mthunzi,Dyani,1973-02-28,M,Mpumalanga,LOWER_MIDDLE,MASS,6,FAILED,SA
512618b1-92f8-7e72-0d8e-0bceeb9f1fad,*********5929,Blessing,Jacobs,1977-10-23,F,Gauteng,LOWER_MIDDLE,MASS,5,VERIFIED,PL|SA
11f6a5dd-dc95-d60c-35a5-89bb5fd98a08,*********2157,Prudence,Coetzee,1998-05-24,M,KwaZulu-Natal,UPPER_MIDDLE,MIDDLE_MKT,3,PENDING,SA
7bad7cbf-80d5-5a7f-4c4b-1f54953e8471,*********9896,Patricia,Mngoma,2001-12-28,F,KwaZulu-Natal,HIGH,MASS,3,VERIFIED,CC|HL|INV|SA
776d4e0f-973a-59d5-66f5-4c695e817389,*********9987,Busisiwe,Jones,1965-09-18,F,Mpumalanga,LOW,EMERGING,5,VERIFIED,SA
3bd3290a-b74e-64dd-6473-20f2d130c7e5,*********5967,Jannie,Vermaak,1978-03-01,F,Western Cape,LOW,MASS,5,FAILED,CC|PL|SA
024879c9-ec69-d369-0df8-6e3454ef9434,*********9401,Wilma,Ntsebeza,1988-05-22,M,Gauteng,LOW,PRIVATE,5,VERIFIED,INS|PL|SA
6a2ab783-a4da-f2a3-65fe-1a33a010d0cf,*********0393,Veliswa,Chiloane,1989-06-18,M,Gauteng,LOWER_MIDDLE,MASS,7,PENDING,CA|INS|PL|SA
1dc72bfd-3b43-d6f3-43f0-4208aac88389,*********8492,Marius,Padayachee,1968-11-14,M,Western Cape,LOW,MIDDLE_MKT,5,VERIFIED,CA|HL|INS|SA
4d91ed29-61f0-57ab-6f12-11edf773e101,*********5329,Lerato,Hani,1973-11-13,F,Western Cape,LOWER_MIDDLE,PRIVATE,4,VERIFIED,CA|CC|INS|SA
4d329d86-606d-e377-34cf-252aa519fed0,*********2273,Molebogeng,Matanzima,2005-07-23,M,Western Cape,LOWER_MIDDLE,MASS,3,PENDING,CA|INS|INV|SA
2fe54342-8f37-ed93-3683-4de07696a479,*********8473,Charlene,Coetzee,2000-04-26,M,Western Cape,MIDDLE,MASS,5,VERIFIED,CC|INS|PL|SA
537279d1-0e8e-aa83-6f09-eeda7b36f6d7,*********1533,Palesa,Jones,1992-05-11,F,Gauteng,LOWER_MIDDLE,MASS,8,FAILED,SA
3a194b04-2314-efed-1fb9-34f0c3f85967,*********1426,Jannie,Brown,1999-10-05,UNKNOWN,Gauteng,MIDDLE,MASS,5,VERIFIED,HL|INV|PL|SA
1e4af3ca-a264-7fb9-5f7d-655bff4e70a2,*********8800,Kobus,Khoza,1989-08-18,M,Gauteng,LOWER_MIDDLE,EMERGING,4,VERIFIED,INV|SA
68855342-eba1-2e7f-0d79-c08afac5367f,*********3985,Nandi,Dalindyebo,2000-11-06,F,Gauteng,LOWER_MIDDLE,EMERGING,6,FAILED,CC|HL|SA
08850028-f0d9-54e8-4c16-66fcbcda9884,*********0449,Nonhlanhla,Khoza,1993-06-19,F,Western Cape,MIDDLE,MASS,7,VERIFIED,CA|HL|INV|SA
12b5ce0b-adce-645f-698e-98a0189d547b,*********1155,Unathi,King,1976-11-14,M,Western Cape,LOWER_MIDDLE,PRIVATE,3,VERIFIED,PL|SA
27b90bed-a8cb-f1e1-126a-653f7630b8c6,*********5663,Michelle,Brown,1965-04-14,F,Gauteng,LOWER_MIDDLE,EMERGING,2,VERIFIED,CC|INS|SA
75e25c45-f527-7764-1530-24bbcc9d9a31,*********3335,Chantel,Williams,1988-02-04,F,Eastern Cape,LOW,MASS,8,FAILED,HL|INV|SA
2471b529-13f3-3fb2-13a9-9a8e49e8c186,*********0655,Siphokazi,Reddy,1976-10-23,F,North West,MIDDLE,MASS,6,VERIFIED,INV|SA
0ec860df-3a52-ffbc-02b4-fa6b452807b6,*********6560,Michelle,Mbeki,1994-07-01,M,Eastern Cape,MIDDLE,MIDDLE_MKT,6,VERIFIED,INV|SA
0717325f-5ac1-b287-165a-a6d718efec06,*********1581,Thomas,Mathonsi,1964-10-07,M,Gauteng,LOW,EMERGING,7,VERIFIED,INS|PL|SA
06d5381b-6a5e-03ae-4baa-99beb6f1fb08,*********1792,Mandla,Clarke,1964-03-16,F,Eastern Cape,LOWER_MIDDLE,EMERGING,6,VERIFIED,CC|INV|SA
5721a753-420c-246b-3262-7b9966cc061c,*********3740,Buhle,Malema,2006-03-05,M,Mpumalanga,LOWER_MIDDLE,MASS,7,VERIFIED,CC|INV|PL|SA
28b3eea8-ea03-0b08-4094-50d3fe01903b,*********6596,Patricia,Thabane,1976-02-06,M,Western Cape,MIDDLE,EMERGING,5,VERIFIED,CA|CC|INV|SA
70002975-5e35-af65-6cf1-e192e5759893,*********4757,Willem,De Villiers,1995-07-11,F,Mpumalanga,LOWER_MIDDLE,PROFESSIONAL,8,VERIFIED,HL|INV|SA
05909740-c4ac-7a14-173b-5702bf1d5c80,*********5748,Sipho,Chetty,1976-08-16,F,Gauteng,UPPER_MIDDLE,MASS,1,VERIFIED,INV|SA
1e4da7eb-71ce-927d-1feb-ee9d1d316464,*********6693,Jennifer,Mbeki,1991-12-24,F,Gauteng,LOWER_MIDDLE,MIDDLE_MKT,7,VERIFIED,INS|SA
491e26ca-d23f-9c79-3548-165079739e25,*********3187,Trevor,Mthethwa,1984-10-04,F,Free State,LOWER_MIDDLE,EMERGING,6,VERIFIED,SA
064df581-2421-b0db-2fd2-968d00e7dd05,*********9990,Gert,Mandela,1992-11-13,M,Gauteng,UPPER_MIDDLE,EMERGING,3,PENDING,CC|HL|SA
430a562c-f681-2f34-0d03-95bcf25fc4b3,*********3261,Nomvula,Potgieter,1973-11-11,F,Northern Cape,LOW,EMERGING,7,VERIFIED,SA
6aaec517-8bf1-f151-06a6-afba8da9b908,*********8082,Annika,Mogashoa,2005-04-26,F,Limpopo,LOW,PROFESSIONAL,3,VERIFIED,CC|PL|SA
766137e6-b3b9-4f27-0caf-bd4ad83db6e8,*********8499,Attie,Labuschagne,2005-08-30,M,Gauteng,LOWER_MIDDLE,MIDDLE_MKT,5,VERIFIED,CA|INV|PL|SA
6bfa4396-6b27-1c2a-738a-2362667d3961,*********7103,Tumi,Mokone,1996-05-02,F,Eastern Cape,LOW,MIDDLE_MKT,6,VERIFIED,CA|INS|SA
7d629272-9eb4-52b0-66a8-c8b7290c93a2,*********3300,Trevor,Abrahams,1987-03-14,F,Western Cape,LOWER_MIDDLE,PROFESSIONAL,7,VERIFIED,INS|PL|SA
63c5eb88-ca28-9e21-523c-e459505c6302,*********1052,Paul,Letseka,1962-12-04,F,Gauteng,MIDDLE,PROFESSIONAL,3,VERIFIED,SA
63b6270d-4ee2-65ab-1139-01bb5e98f5b2,*********4866,Marizanne,Davids,1991-09-23,F,KwaZulu-Natal,MIDDLE,EMERGING,2,VERIFIED,CC|SA
449de09d-69bc-2a92-41d2-0e15295acc31,*********9352,Siphokazi,Bester,1971-02-02,F,Gauteng,LOW,EMERGING,6,VERIFIED,HL|SA
6dc4ec8c-7bc6-1d4c-3b3d-0275eab6a1ff,*********8826,Patricia,Ramaphosa,1985-12-18,M,North West,LOWER_MIDDLE,MASS,4,VERIFIED,SA
314a9cd3-e45e-a0fb-51dd-3592d7d4453e,*********3196,Corne,Shilubana,2003-08-26,M,Eastern Cape,UPPER_MIDDLE,PRIVATE,4,VERIFIED,CA|HL|PL|SA
