account_id,customer_ref,account_type,account_status,open_date,product_tier,mobile_number,digital_channel,credit_limit,current_balance,last_activity_date
48ecf2bb-7c67-3be9-240e-9728d874d95c,26cf535d-9cc8-1e43-384b-a9a6f826a449,TRANSACTIONAL,CLOSED,2022-04-02,STANDARD,0825777091,USSD,,22952.64,2022-08-17
64b5cf9a-31eb-c0ae-3697-538cf7bd4f16,0cd75858-7a2b-971f-01c5-cfefac3b6b64,TRANSACTIONAL,SUSPENDED,2025-04-25,BASIC,0758382452,USSD,,38576.68,2025-09-30
05119da5-3c5c-08d4-3457-265bac05704c,5c17d82f-bf67-7ff3-14c7-238591b3b1f8,TRANSACTIONAL,DORMANT,2020-08-27,PREMIUM,0694403835,APP,,11144.17,2023-12-08
7f55d1c8-6c63-c3b3-6ca7-71e376d44272,7136d684-2687-ad08-66f7-937ea4fdbb37,TRANSACTIONAL,ACTIVE,2024-02-10,STANDARD,,USSD,,18387.3,2024-04-17
3d744e7a-c2b5-7927-4839-a07830c5af75,48df465e-24e4-9906-1ec0-cc704cef1dbe,TRANSACTIONAL,ACTIVE,2024-08-31,STANDARD,0749543532,APP,,29528.37,2024-11-12
515b0102-00cd-bb20-1663-7dd40300a71b,256da16e-924e-c269-150d-3c690632e291,SAVINGS,ACTIVE,2019-05-25,STANDARD,0765661567,APP,,12361.61,2025-05-06
69a72e9d-5a73-5f02-0f7d-8b12fd5071c8,35c10d48-e853-f03f-2b17-f33b1f1337f5,TRANSACTIONAL,ACTIVE,2022-04-24,STANDARD,0619724923,USSD,,30971.52,2024-12-06
45085028-7bfe-e6ed-7b6e-c82d61d9a33d,57bfd434-9af5-c4b4-05ac-47311e4c29ca,SAVINGS,ACTIVE,2025-07-16,BASIC,0673523413,APP,,26091.7,2025-09-11
3e3a30be-4689-ff26-1b95-174bbb37d237,2954f4cb-0fa3-e735-4040-efe589769cb6,CREDIT,ACTIVE,2020-07-21,PREMIUM,0876057990,APP,180000.0,-76470.61,2022-07-23
191d24c7-e4d4-b0da-04ab-781537de15c3,79e35195-975c-400b-3db3-2f160b71ef33,TRANSACTIONAL,ACTIVE,2022-07-20,BASIC,0672369320,WEB,,45210.41,2023-03-22
355dc11b-46e8-5407-38bc-43883e4048e3,37440af9-3c51-5b5c-1c68-7965cf3137e4,SAVINGS,ACTIVE,2021-10-29,BASIC,0744707102,USSD,,3137.84,2022-04-13
503c0a02-67f7-e84e-1b9f-b97fa5fb645b,289b9a20-5472-5083-524a-2a23e71f8c9a,TRANSACTIONAL,ACTIVE,2018-05-31,STANDARD,0681681653,APP,,7056.34,2024-10-31
097cb48d-096f-7132-2a05-688d1b7b90ed,52217213-45c8-70d9-4eaa-07fe94fe42f5,SAVINGS,DORMANT,2020-09-21,BASIC,0748385465,APP,,18894.77,2023-07-18
113327cf-d6bf-51e1-770f-6430abd01cc9,22b8043e-b2c6-238d-2462-4fab3bac497b,TRANSACTIONAL,ACTIVE,2019-05-07,STANDARD,0643081635,APP,,48856.88,2024-01-03
0450a801-0094-48eb-4c4b-fa4fb9ace3d2,143e85cf-d9cb-8af7-6e5a-93adf69b680b,SAVINGS,DORMANT,2018-05-24,BASIC,0741824124,APP,,8675.38,2020-06-01
712c207b-e938-769d-292a-604d4e5c439a,4cd1c484-eb81-4927-3268-9e016dfd1ff1,SAVINGS,ACTIVE,2023-05-21,BASIC,0764607112,APP,,4705.42,2024-03-04
298a15f8-e545-bba7-1c80-deb3d580e004,3562e04c-58de-1d38-2157-1d5b05f8007e,TRANSACTIONAL,DORMANT,2019-02-05,BASIC,0719267047,USSD,,10636.33,2021-06-29
308620c7-e6cc-2661-229e-620ed4aee008,20c792d3-3f0b-aa48-186f-b2b89d62553a,TRANSACTIONAL,ACTIVE,2023-10-01,STANDARD,0756962617,USSD,,6386.15,2023-12-17
726c3755-8593-546c-15b6-985b29a62a60,29d59a2c-f63c-cde2-4996-7c868ecfeeee,SAVINGS,DORMANT,2024-10-12,STANDARD,0821369467,USSD,,36201.45,2025-09-24
3486d780-2501-719d-466c-d80daa08dd85,4f2bac8c-1f8c-491e-5765-f420f675eee1,SAVINGS,ACTIVE,2024-06-20,STANDARD,0662173224,APP,,4788.98,2024-08-15
25298960-c72d-a5ba-2f42-f799c18a9dae,19a6f443-4d52-3094-5cac-c3232d97caad,SAVINGS,ACTIVE,2023-11-08,BASIC,,APP,,3300.03,2024-04-21
0f0e4e1f-3ad9-4494-337e-c53c572bc1ed,1ed5ea65-000f-b2b5-0829-37f4404fd5e7,SAVINGS,ACTIVE,2025-11-03,STANDARD,0648222853,APP,,26940.2,2025-12-29
1b9cd983-2af3-a422-5957-52033e023eac,5cf1c7f8-8298-1b32-035e-83354309da6c,SAVINGS,ACTIVE,2019-05-24,BASIC,0622945841,USSD,,35307.49,2021-04-04
2038f3be-587f-970c-41f0-dda97cb1bcab,0069e2cb-97dc-e385-5846-7e94ddd83bca,TRANSACTIONAL,CLOSED,2018-06-06,BASIC,,APP,,9858.6,2019-11-17
25c95484-c920-601c-3040-ed63efa7b77b,059f6ffa-02c6-7387-14b2-422e0bd7c915,SAVINGS,DORMANT,2022-03-28,PREMIUM,0881150423,APP,,26358.83,2024-02-20
0f5c1390-236e-6d96-4009-cc4005183823,4eb41429-37e5-bebd-117e-b01d0827e5a3,SAVINGS,CLOSED,2020-04-10,STANDARD,,APP,,22863.53,2025-02-23
33889225-b875-2a90-0b56-5f8f6e340f17,24b3950d-f3da-e684-7bfd-08c915169e1c,SAVINGS,ACTIVE,2024-07-28,BASIC,0792740934,APP,,2810.88,2024-08-11
5904fe56-dea7-70f0-7a58-88e0be6ed475,1418f273-2ab3-7150-639f-6b5f6c8311a4,TRANSACTIONAL,ACTIVE,2022-05-15,BASIC,0876828113,APP,,42244.6,2024-07-25
4bdb8af7-20bb-c01b-103a-6f9cfe938830,5b892f1a-aa79-5a99-2220-22c45a01a2d2,CREDIT,ACTIVE,2018-02-07,STANDARD,0680928117,APP,177000.0,-14949.87,2020-11-29
0d00cbb3-8551-6617-7935-838e106adef9,439da87b-3c66-203c-3576-927f535f4759,TRANSACTIONAL,ACTIVE,2020-06-10,BASIC,0766896791,APP,,514.86,2024-04-19
7063baeb-e9b3-75cf-1dc7-43e735fdeb7c,1ee11816-ca3e-1481-4045-744d3d9b08b1,CREDIT,ACTIVE,2023-03-03,BASIC,,USSD,224000.0,-174322.52,2024-02-12
7ba88062-4c7a-d215-5a7f-9ebc7d29589e,66b89114-7962-7cab-3339-f884c0c4263a,SAVINGS,SUSPENDED,2023-06-23,BASIC,0721393200,APP,,23387.37,2024-04-03
1fbf27cf-a06b-56c2-1879-8a588ba00f31,353db7a7-f86b-8c22-3225-15c7e1f71ff7,TRANSACTIONAL,ACTIVE,2020-09-07,STANDARD,0819867889,USSD,,36786.37,2024-04-10
40b2e7ce-945b-b749-37dc-a87c5340d696,3f57ed45-982c-56ce-1cc7-242560e3933d,CREDIT,DORMANT,2024-08-04,BASIC,0721376036,USSD,55000.0,-24198.33,2025-07-24
417b797a-4447-e180-0466-d88dbc8d8add,6fc82765-a0c4-76b9-6b00-44e0f2199795,TRANSACTIONAL,SUSPENDED,2018-02-20,BASIC,0846359552,USSD,,11073.81,2021-05-14
06acde0e-78b0-3c8d-58f2-56198877adff,212180aa-557e-368f-6c42-b5d9090b5184,TRANSACTIONAL,ACTIVE,2021-08-26,PREMIUM,0789395423,APP,,8243.66,2025-02-18
4e1ce2db-4060-9c66-1fba-4c62c884d346,40dcf8e0-fa2b-bd94-6fd9-26405b900024,TRANSACTIONAL,ACTIVE,2024-02-24,STANDARD,0866551811,APP,,32081.51,2025-09-17
490e98a3-510b-f3ba-74cb-a58676b94fef,7c488c3b-7d40-5ede-7ece-d0a3d60c6daf,SAVINGS,CLOSED,2022-12-31,PREMIUM,0728199654,APP,,42389.9,2023-03-27
1a740a54-d007-26eb-0fed-0b45b50d5d77,40541900-ab30-6be0-0c8e-0e792ee324b3,TRANSACTIONAL,ACTIVE,2025-12-19,STANDARD,0660945180,APP,,37650.61,2025-12-29
569f2dac-bce9-d94e-0634-dc376362c850,29f0448d-9045-acbc-30a7-c9c2421f5f69,SAVINGS,ACTIVE,2022-04-21,STANDARD,0632469453,APP,,26532.09,2025-09-21
73159054-48d1-2901-68dd-63ab409e1cbb,4b42e1e9-9ce7-830a-2533-9eb9153abc07,SAVINGS,ACTIVE,2022-12-07,STANDARD,0712858877,APP,,2010.42,2025-09-15
06b76b37-9702-49e9-5b1a-62d7a966486f,1f28c787-a67e-4cd5-2aa3-db5ef3889753,TRANSACTIONAL,ACTIVE,2024-05-25,BASIC,0690358807,APP,,38927.17,2025-10-27
76554a26-84aa-e8ab-6af5-7ff5ab57fd14,104c764f-2f22-a311-5d4e-f466bc6a1409,SAVINGS,DORMANT,2019-09-04,BASIC,0812250221,APP,,35797.84,2025-05-06
51b427ea-7dc5-bcb4-5164-b3c49066b041,11996ae2-4129-610e-11a8-50b2d186eb24,CREDIT,ACTIVE,2018-10-05,STANDARD,0713171446,USSD,26000.0,-19340.23,2024-08-09
387bd228-6577-b5d1-6694-bd78d70cf45f,14cde333-f3ff-19df-26cc-84445c5d8e71,SAVINGS,DORMANT,2021-04-25,STANDARD,0817577586,APP,,22177.02,2022-09-27
1d07da3f-00a3-bd9e-681b-5828cbefcf3d,06141e71-eb12-621e-5292-ea876b59e97f,SAVINGS,ACTIVE,2020-11-27,STANDARD,0646148506,USSD,,3043.18,2022-11-08
6cb1951e-0e0a-85dd-4c6f-a804c31c89e3,3f032841-6084-ec25-7dbb-6324fe46b537,SAVINGS,DORMANT,2023-06-12,STANDARD,0823953558,APP,,14533.5,2023-11-10
762b54ca-a362-efa5-6f61-9d5dae75ad01,4d3c0a1c-7557-2370-39ce-43d6acfcc51a,SAVINGS,DORMANT,2025-08-24,BASIC,0830628797,USSD,,9185.79,2025-11-29
6f45be6c-d605-4a91-4333-6c671e4d74f0,045b61f5-ef93-8577-02ee-fdcfbe478f0c,TRANSACTIONAL,ACTIVE,2021-06-05,PREMIUM,,USSD,,6500.72,2022-02-06
73ecf78a-630b-bc4b-4a3a-af3424eef9af,533a3037-3232-66d5-1a81-a79f1045f79e,TRANSACTIONAL,ACTIVE,2023-02-09,BASIC,0680388890,APP,,37692.62,2025-10-15
145d0e77-6762-154b-4b3e-ddc01b1fa7d9,2fec8323-114a-49dc-5694-035832cf71e9,TRANSACTIONAL,DORMANT,2022-10-08,STANDARD,0660401830,APP,,16049.14,2025-01-01
361beec5-97ef-d1a8-1e25-82c40076e648,01ced6da-2c80-a381-76bd-d6950966bc2b,TRANSACTIONAL,ACTIVE,2023-08-17,BASIC,0840844890,USSD,,38708.06,2023-10-26
62ddaf58-793b-6931-45ee-792ad8a7c1c5,1bb69fb4-212d-2f7f-1eae-8c0a64bbe61f,SAVINGS,CLOSED,2023-04-27,PREMIUM,0795123549,APP,,2701.86,2025-10-17
7419b3cd-b5c4-7d58-6989-c6e5a5dd396f,361db7a4-0697-c8dd-3d74-32d83b0e4bb1,TRANSACTIONAL,ACTIVE,2019-03-22,BASIC,,USSD,,49410.13,2019-06-13
3a96362b-35be-20d6-771b-67e10c0b004e,049a1db4-2d40-1ec8-55f1-3ae756ac58dc,SAVINGS,ACTIVE,2019-12-06,STANDARD,0898496609,APP,,29129.64,2022-02-04
10e26bd3-5d57-5783-40ff-ee703807fd72,52b83748-7905-9bbf-32e8-2b6cccdbc9a4,SAVINGS,CLOSED,2023-03-26,PREMIUM,0628517723,APP,,14039.69,2024-03-02
1fa0e6c6-4786-7348-051e-769d9e94a7af,4452c48c-9f5c-6aad-3c34-16cadfdedff5,CREDIT,ACTIVE,2019-03-09,BASIC,0863295238,USSD,213000.0,-13288.28,2024-08-09
257149d4-d088-f02e-4e00-54acd682142e,7cf6caec-029b-3478-3c06-b1e3db346b5e,TRANSACTIONAL,ACTIVE,2022-08-25,STANDARD,0616010107,APP,,43527.9,2024-07-13
30929e02-d260-cc93-46cb-127b606a0cc0,13dc4f09-2d72-4cb6-7077-12ef2285b396,SAVINGS,ACTIVE,2021-08-10,BASIC,0817089325,APP,,11407.83,2024-09-19
3d447ef4-a257-b196-0036-0ec1fa86b8d0,73333c4a-24bd-7e91-5461-e701c55959de,TRANSACTIONAL,ACTIVE,2024-06-23,BASIC,0886604809,USSD,,14055.9,2025-02-21
2cd851c9-cea8-7cec-32a9-60cea54f3902,219cd0a7-0da2-b436-4ec8-cba58278a337,SAVINGS,CLOSED,2020-02-07,BASIC,0627965487,APP,,48633.11,2023-03-26
21285bec-b640-14c6-344d-1cbf8a3adfca,4e2d0767-4d31-26f9-471b-d1b6d9b14180,CREDIT,ACTIVE,2019-01-28,BASIC,0748984365,USSD,40000.0,-29549.89,2024-03-21
19c8e9c5-c784-12ec-3c91-841de2bfefb5,1e094216-6a0b-45f8-2da2-162556fdffb9,SAVINGS,ACTIVE,2018-12-20,STANDARD,,APP,,13517.97,2019-01-24
1855653f-f643-89ad-2884-329dc7771b8d,06f64907-f917-b812-0064-94fb6f68a275,TRANSACTIONAL,CLOSED,2018-11-26,BASIC,,APP,,29376.99,2025-11-27
32c90ad4-c224-28e8-297a-db48a8bf1356,34de78ea-d407-b24f-2035-729ca40bde8a,SAVINGS,ACTIVE,2025-05-29,PREMIUM,0850807084,APP,,48373.65,2025-07-01
6f4393c0-6ed4-1097-08bb-751586352a50,68a1192e-bda1-0338-5c27-c1df5a3ddfcc,CREDIT,ACTIVE,2023-08-22,BASIC,,APP,84000.0,-16508.49,2024-04-06
1de01e5d-eb1c-77b4-6d9d-2cc8d1e95118,2dbb527f-dabe-db3a-7889-7fcf6571749e,SAVINGS,ACTIVE,2025-11-22,BASIC,0716353337,USSD,,31587.91,2025-12-26
19350c16-e144-fef2-3410-a0c82c32a0a4,59b2ceb4-9997-57a1-2939-08c9f0871823,TRANSACTIONAL,DORMANT,2024-10-27,PREMIUM,0721862774,WEB,,30293.73,2025-11-22
3e33fc1e-f61e-638f-40c8-67d6963cc9a4,61ed2858-7799-df00-62ab-19d384fab927,SAVINGS,ACTIVE,2021-02-17,STANDARD,0891354133,USSD,,5175.29,2025-02-15
5fb307e6-6e77-9be2-6d2b-d62ccc57db6e,5cceb5c0-c3e6-e065-4186-4fe0049400f2,CREDIT,ACTIVE,2018-07-20,BASIC,,USSD,72000.0,-5807.98,2021-02-21
06562155-d286-9098-09e3-f684724a9f67,2e9d46eb-e4b4-a94d-4997-0a8d11956cd7,TRANSACTIONAL,ACTIVE,2019-02-19,STANDARD,0740248456,APP,,17760.94,2020-12-31
